id,name,type,parent_id
"COMF-2016","Deco Candle Twisted BW-shape clear","Commercial Family","PROF-EP01ICAN"
"COMF-61663","SOFTONE Standard","Commercial Family","PROF-EP01ISTD"
"COMF-1792","PAR38","Commercial Family","PROF-LP01LSPO"
"COMF-2031","Standard Lustre P45 clear","Commercial Family","PROF-EP01ILUS"
"COMF-1050","SUPERLUX","Commercial Family","PROF-EP01ISTD"
"COMF-2056","PAR56","Commercial Family","PROF-LP01LSPO"
"COMF-2060","Reinforced Construction A-shape","Commercial Family","PROF-LP01IGLS"
"COMF-2008","Reflector Crown Mirror diam 45/60/65 mm","Commercial Family","PROF-LP01LSPO"
"COMF-1993","Sign","Commercial Family","PROF-LP01IGLS"
"COMF-2678","Standard","Commercial Family","PROF-EP01ISTD"
"COMF-4617","Nightlight","Commercial Family","PROF-LP01IGLS"
"COMF-2010","Deco Candle Swan-Neck BXS35","Commercial Family","PROF-EP01ICAN"
"COMF-1989","Silicone Coated PS","Commercial Family","PROF-LP01IGLS"
"COMF-2063","Reflector Colours diam 50/63/80 mm","Commercial Family","PROF-LP01LSPO"
"COMF-2029","Softone Lustre T45","Commercial Family","PROF-EP01ILUS"
"COMF-1992","Showcase Tubular / Aquarium","Commercial Family","PROF-LP01IGLS"
"COMF-1332","Mini Twister","Commercial Family","PROF-EP01TWIST"
"COMF-4719","Outdoor ES","Commercial Family","PROF-EP01LAMB"
"COMF-1285","Tornado T2 Automatic","Commercial Family","PROF-EP01TWIST"
"COMF-1328","Economy stick","Commercial Family","PROF-EP01LPL"
"COMF-1295","DECO GLOBE","Commercial Family","PROF-EP01LAMB"
"COMF-1289","Softone Flame","Commercial Family","PROF-EP01LAMB"
"COMF-61641","AMBIANCE","Commercial Family","PROF-EP01LAMB"
"COMF-1344","Energy Saver Dimmables","Commercial Family","PROF-EP01LSL"
"COMF-1404","Tornado T2 mini","Commercial Family","PROF-EP01TWIST"
"COMF-1375","MASTER PL-Electronic Polar","Commercial Family","PROF-EP01LAMB"
"COMF-4710","Softone","Commercial Family","PROF-EP01LAMB"
"COMF-1345","Energy Saver Twisters","Commercial Family","PROF-EP01TWIST"
"COMF-1343","Energy Saver A-Shapes","Commercial Family","PROF-EP01LAMB"
"COMF-51853","Ambiance Candle","Commercial Family","PROF-EP01LAMB"
"COMF-1633","ECO HOME","Commercial Family","PROF-EP01LPL"
"COMF-45783","Eco Twister","Commercial Family","PROF-EP01TWIST"
"COMF-61645","ESSENTIAL","Commercial Family","PROF-EP01LPL"
"COMF-32620","EcoBright","Commercial Family","PROF-EP01LPL"
"COMF-1335","Genie Plus","Commercial Family","PROF-EP01LPL"
"COMF-61643","HELIX","Commercial Family","PROF-EP01TWIST"
"COMF-32619","GENIE","Commercial Family","PROF-EP01LPL"
"COMF-1286","Tornado Dimmable","Commercial Family","PROF-EP01TWIST"
"COMF-1347","Energy Saver GU24","Commercial Family","PROF-EP01TWIST"
"COMF-1635","ECOHOME Twister","Commercial Family","PROF-EP01TWIST"
"COMF-1288","Candle BentTip","Commercial Family","PROF-EP01LAMB"
"COMF-1405","Twist High Lumen","Commercial Family","PROF-EP01TWIST"
"COMF-1399","MASTER Stairway","Commercial Family","PROF-EP01LPL"
"COMF-1374","MASTER PL-Electronic","Commercial Family","PROF-EP01LPL"
"COMF-4715","MASTER Softone","Commercial Family","PROF-EP01LAMB"
"COMF-1350","Energy Saver Decoratives","Commercial Family","PROF-EP01LAMB"
"COMF-1330","Downlighter ESaver","Commercial Family","PROF-EP01ESR"
"COMF-3265","Softone ESaver Candle","Commercial Family","PROF-EP01LAMB"
"COMF-61642","TORNADO","Commercial Family","PROF-EP01TWIST"
"COMF-1333","Twister","Commercial Family","PROF-EP01TWIST"
"COMF-1321","Tornado High Lumen","Commercial Family","PROF-EP01TWIST"
"COMF-1326","Circular ESaver","Commercial Family","PROF-EP01LSL"
"COMF-1346","Energy Saver Reflectors","Commercial Family","PROF-EP01ESR"
"COMF-3267","Energy Saver T2","Commercial Family","PROF-EP01TWIST"
"COMF-1329","PAR38 Downlighter ESaver","Commercial Family","PROF-EP01ESR"
"COMF-4713","Energy Saver 3-Way","Commercial Family","PROF-EP01TWIST"
"COMF-1041","Ambiance Globe","Commercial Family","PROF-EP01LAMB"
"COMF-4708","Softone Globe","Commercial Family","PROF-EP01LAMB"
"COMF-9927","Energy Saver Universal","Commercial Family","PROF-EP01LPL"
"COMF-1403","Tornado T2","Commercial Family","PROF-EP01TWIST"
"COMF-1348","Energy Saver Outdoor","Commercial Family","PROF-EP01LSL"
"COMF-1401","Tornado T3","Commercial Family","PROF-EP01TWIST"
"COMF-1331","Economy Twister","Commercial Family","PROF-EP01TWIST"
"COMF-2239","Plusline ES Compact","Commercial Family","PROF-EP01LMVD"
"COMF-1806","Low Voltage Capsules","Commercial Family","PROF-EP01LLVC"
"COMF-1795","*do not use* Halogená BR30 Indoor Flood","Commercial Family","PROF-EP01LMVC"
"COMF-61652","Essential LV MR11","Commercial Family","PROF-EP01LDIR"
"COMF-1873","Halogen Classic T32","Commercial Family","PROF-EP01LMVD"
"COMF-1818","Energy Advantage IR PAR30","Commercial Family","PROF-EP01LMVC"
"COMF-1794","Aluline PRO III","Commercial Family","PROF-EP01LDIR"
"COMF-1863","Halogen Clickline G9","Commercial Family","PROF-EP01LMVD"
"COMF-61649","Plusline Large","Commercial Family","PROF-EP01LMVD"
"COMF-1858","Halogen Classic Candle B35","Commercial Family","PROF-EP01LMVD"
"COMF-1857","Halogen Classic A-shape","Commercial Family","PROF-EP01LMVD"
"COMF-1799","Double Ended Linear","Commercial Family","PROF-EP01LMVD"
"COMF-1815","PAR20","Commercial Family","PROF-EP01LMVC"
"COMF-61650","Plusline Compact","Commercial Family","PROF-EP01LMVD"
"COMF-1807","MR16","Commercial Family","PROF-EP01LDIR"
"COMF-1812","MR11","Commercial Family","PROF-EP01LDIR"
"COMF-1802","Halogená Energy Advantage Reflectors","Commercial Family","PROF-EP01LMVC"
"COMF-1841","Brilliantline Dichroic","Commercial Family","PROF-EP01LDIR"
"COMF-61648","Essential MV Capsule","Commercial Family","PROF-EP01LMVD"
"COMF-1869","Halogen Twist GU10","Commercial Family","PROF-EP01LMVC"
"COMF-1871","Halogen Classic P45","Commercial Family","PROF-EP01LMVD"
"COMF-61647","Essential LV Capsule","Commercial Family","PROF-EP01LLVC"
"COMF-1835","HalogenA PAR38","Commercial Family","PROF-EP01LMVC"
"COMF-1870","Halogen Classic Reflector","Commercial Family","PROF-EP01LMVC"
"COMF-1819","Long Life IR PAR30S","Commercial Family","PROF-EP01LMVC"
"COMF-1844","Capsuleline","Commercial Family","PROF-EP01LLVC"
"COMF-1797","D.C. Bayonet","Commercial Family","PROF-EP01LMVD"
"COMF-1846","Halogen MV Capsules 2 Year","Commercial Family","PROF-EP01LMVD"
"COMF-1839","Aluline 37/56","Commercial Family","PROF-EP01LDIR"
"COMF-1840","MASTERLine 111","Commercial Family","PROF-EP01LDIR"
"COMF-1832","HalogenA PAR16","Commercial Family","PROF-EP01LMVC"
"COMF-61655","Essential MV MR16 Alu","Commercial Family","PROF-EP01LMVC"
"COMF-1860","Halogen Classic BXS35","Commercial Family","PROF-EP01LMVD"
"COMF-4764","Halogená BR40 Indoor Flood","Commercial Family","PROF-EP01LMVC"
"COMF-1872","Halogen Classic T25L","Commercial Family","PROF-EP01LMVD"
"COMF-1913","MASTERLine ES","Commercial Family","PROF-EP01LDIR"
"COMF-1951","Twistline Alu 2000 hours","Commercial Family","PROF-EP01LMVC"
"COMF-1803","Halogená Energy Saver Reflectors","Commercial Family","PROF-EP01LMVC"
"COMF-1793","ALR 37/56 mm","Commercial Family","PROF-EP01LDIR"
"COMF-3305","Halogen A19","Commercial Family","PROF-EP01LMVD"
"COMF-1808","Energy Advantage IR MR16","Commercial Family","PROF-EP01LDIR"
"COMF-3306","Halogen Deco","Commercial Family","PROF-EP01LMVD"
"COMF-1810","Long Life MR-16","Commercial Family","PROF-EP01LDIR"
"COMF-1838","Aluline 111","Commercial Family","PROF-EP01LDIR"
"COMF-61653","Essential LV MR16","Commercial Family","PROF-EP01LDIR"
"COMF-61654","HALO SPOTONE","Commercial Family","PROF-EP01LMVC"
"COMF-1801","Halogená Energy Advantage GLS","Commercial Family","PROF-EP01LMVD"
"COMF-1821","Energy Advantage IR PAR38","Commercial Family","PROF-EP01LMVC"
"COMF-1805","Halogená® PAR16","Commercial Family","PROF-EP01LMVC"
"COMF-1911","HalogenA IDE","Commercial Family","PROF-EP01LMVD"
"COMF-1824","Energy Advantage IRC Economy Halogen PAR","Commercial Family","PROF-EP01LMVC"
"COMF-61651","Plusline Small","Commercial Family","PROF-EP01LMVD"
"COMF-1811","Mini-Candelabra","Commercial Family","PROF-EP01LMVD"
"COMF-1820","PAR36","Commercial Family","PROF-EP01LMVC"
"COMF-1861","Halogen Classic G95","Commercial Family","PROF-EP01LMVD"
"COMF-1859","Halogen Classic Twisted Candle B35","Commercial Family","PROF-EP01LMVD"
"COMF-1933","Plusline Large (double ended)","Commercial Family","PROF-EP01LMVD"
"COMF-1952","Twistline Alu 3000 hours","Commercial Family","PROF-EP01LMVC"
"COMF-1826","Twistline GU10","Commercial Family","PROF-EP01LMVC"
"COMF-2240","Plusline ES Small","Commercial Family","PROF-EP01LMVD"
"COMF-1827","Accentline","Commercial Family","PROF-EP01LDIR"
"COMF-1843","MASTERCapsule","Commercial Family","PROF-EP01LLVC"
"COMF-1814","PAR16","Commercial Family","PROF-EP01LMVC"
"COMF-1833","HalogenA PAR20","Commercial Family","PROF-EP01LMVC"
"COMF-1842","Brilliantline Alu","Commercial Family","PROF-EP01LDIR"
"COMF-3307","Halogen PAR","Commercial Family","PROF-EP01LMVC"
"COMF-1834","HalogenA PAR30S","Commercial Family","PROF-EP01LMVC"
"COMF-7151386","Capsules LV 3000 h","Commercial Family","PROF-EP01LLVC"
"COMF-7151508","LV Halogen Oven Capsules","Commercial Family","PROF-EP01LLVC"
"COMF-7172650","MV Halogen Oven Capsules","Commercial Family","PROF-EP01LMVD"
"COMF-51892","VAYA DMX Booster","Commercial Family","PROF-ECOUTLBC"
"COMF-51880","SSL Controls","Commercial Family","PROF-ECSSBS"
"COMF-51893","ZCX400 Power/data accessories","Commercial Family","PROF-ECSSBS"
"COMF-51891","Vaya Touch Controller","Commercial Family","PROF-ECSSBS"
"COMF-61679","Graze in-ground enclosure","Commercial Family","PROF-PROJAFLD"
"COMF-2815","Power Supply ZCX320","Commercial Family","PROF-PROJAFLD"
"COMF-1160068","Reach Powercore Accessories","Commercial Family","PROF-PROJAFLD"
"COMF-1291484","Blast gen4","Commercial Family","PROF-PROJAFLD"
"COMF-1293070","PureStyle","Commercial Family","PROF-CREC"
"COMF-1375990","Cove Powercore","Commercial Family","PROF-CREC"
"COMF-1889246","Burst gen2","Commercial Family","PROF-PROJAFLD"
"COMF-2099653","Accent Compact Acc","Commercial Family","PROF-NDIRECT"
"COMF-6966337","ReachElite Accessories","Commercial Family","PROF-PROJAFLD"
"COMF-6998576","Vaya Free Form Accessories","Commercial Family","PROF-CIBATT"
"COMF-7070281","ActiveSite","Commercial Family","PROF-ECSSBS"
"COMF-51816","eW Accent MX Powercore","Commercial Family","PROF-NDIRECT"
"COMF-51797","Vaya Flood HP","Commercial Family","PROF-PROJAFLD"
"COMF-51813","eW Blast Powercore BCP473","Commercial Family","PROF-PROJAFLD"
"COMF-51800","Vaya Linear MP","Commercial Family","PROF-PROJALIN"
"COMF-51840","eW Flex SLX","Commercial Family","PROF-NDIRECT"
"COMF-51799","Vaya Linear LP","Commercial Family","PROF-PROJALIN"
"COMF-51806","iW Burst Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51828","iW Graze Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51847","Vaya Spotlight","Commercial Family","PROF-PROJAFLD"
"COMF-51796","Vaya Flood MP","Commercial Family","PROF-PROJAFLD"
"COMF-51810","ColorBlast PowercoreBCP470","Commercial Family","PROF-PROJAFLD"
"COMF-51814","iW Blast PowerCore","Commercial Family","PROF-PROJAFLD"
"COMF-51802","ColorBurst Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51878","Vaya Cove","Commercial Family","PROF-CIBATT"
"COMF-51795","Vaya Flood LP","Commercial Family","PROF-PROJAFLD"
"COMF-51794","iColor Tile MX","Commercial Family","PROF-CIWALTL5"
"COMF-51843","iColor Flex MX","Commercial Family","PROF-NDIRECT"
"COMF-51812","ColorBlast Powercore BCP472","Commercial Family","PROF-PROJAFLD"
"COMF-51877","iW MR gen3","Commercial Family","PROF-CIPROJ"
"COMF-51811","eW Blast Powercore BCP471","Commercial Family","PROF-PROJAFLD"
"COMF-61694","Vaya Tube","Commercial Family","PROF-NDIRECT"
"COMF-51844","iColor Flex LMX","Commercial Family","PROF-NDIRECT"
"COMF-51879","Vaya Cove LP","Commercial Family","PROF-CIBATT"
"COMF-1138","Vaya LineBar LED","Commercial Family","PROF-PROJALIN"
"COMF-1181024","eColor Blast Powercore BCP471","Commercial Family","PROF-PROJAFLD"
"COMF-1209104","eColor Reach Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1232449","eW Reach Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1239096","iW Reach Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1384053","ColorReach Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1416732","eColor Blast Powercore BCP473","Commercial Family","PROF-PROJAFLD"
"COMF-1447326","eColor Cove EC Powercore","Commercial Family","PROF-CIBATT"
"COMF-5646681","Vaya Cove LP G2","Commercial Family","PROF-CIBATT"
"COMF-1290074","PureStyle Intelligent Color RGBA Powercore","Commercial Family","PROF-CIBATT"
"COMF-1290473","PureStyle IntelliHue Powercore","Commercial Family","PROF-CIBATT"
"COMF-7228845","PureStyle IntelliHue Compact Powercore","Commercial Family","PROF-CIBATT"
"COMF-7228846","PureStyle Compact Powercore RGBA","Commercial Family","PROF-CIBATT"
"COMF-51869","iColor Cove QLX Powercore","Commercial Family","PROF-CIBATT"
"COMF-51863","iColor Cove MX Powercore","Commercial Family","PROF-CIBATT"
"COMF-51864","iW Cove MX Powercore","Commercial Family","PROF-CIBATT"
"COMF-51834","eW Cove EC Powercore","Commercial Family","PROF-CIBATT"
"COMF-51868","iColor Cove EC Powercore","Commercial Family","PROF-CIBATT"
"COMF-51837","iColor Cove QLX","Commercial Family","PROF-CIBATT"
"COMF-51833","eW Cove MX Powercore","Commercial Family","PROF-CIBATT"
"COMF-51836","iColor Cove EC","Commercial Family","PROF-CIBATT"
"COMF-51832","eW Cove QLX Powercore","Commercial Family","PROF-CIBATT"
"COMF-1448700","eColor Cove MX Powercore","Commercial Family","PROF-CIBATT"
"COMF-6649852","eColor Cove QLX Powercore","Commercial Family","PROF-CIBATT"
"COMF-6649853","eColor Cove EC Powercore","Commercial Family","PROF-CIBATT"
"COMF-51846","iColor Flex LMX gen2","Commercial Family","PROF-NDIRECT"
"COMF-51845","iColor Flex MX gen2","Commercial Family","PROF-NDIRECT"
"COMF-51817","ArchiPoint iColor","Commercial Family","PROF-NDIRECT"
"COMF-51875","SkyRibbon IntelliHue Linear Direct","Commercial Family","PROF-CREC"
"COMF-51841","eW Flex Compact","Commercial Family","PROF-NDIRECT"
"COMF-51815","iColor Accent MX Powercore","Commercial Family","PROF-NDIRECT"
"COMF-51842","eW Flex Micro","Commercial Family","PROF-NDIRECT"
"COMF-1996381","iColor Accent Compact","Commercial Family","PROF-NDIRECT"
"COMF-3160497","eW Accent Compact","Commercial Family","PROF-NDIRECT"
"COMF-3160498","iW Accent Compact","Commercial Family","PROF-NDIRECT"
"COMF-6649854","iW Flex Compact","Commercial Family","PROF-NDIRECT"
"COMF-6996405","iColor Accent MX Powercore gen2","Commercial Family","PROF-NDIRECT"
"COMF-7038021","iColor Accent Compact RGBW","Commercial Family","PROF-NDIRECT"
"COMF-7171753","FlexElite IntelliHue","Commercial Family","PROF-NDIRECT"
"COMF-7171761","FlexElite RGBA","Commercial Family","PROF-NDIRECT"
"COMF-7171766","FlexElite RGBW","Commercial Family","PROF-NDIRECT"
"COMF-7228809","FlexElite eW","Commercial Family","PROF-NDIRECT"
"COMF-7228830","FlexElite iW","Commercial Family","PROF-NDIRECT"
"COMF-7228831","FlexElite eColor","Commercial Family","PROF-NDIRECT"
"COMF-7228834","iColor Accent Compact IntelliHue","Commercial Family","PROF-NDIRECT"
"COMF-7228844","iColor Accent Compact RGBA","Commercial Family","PROF-NDIRECT"
"COMF-51860","iW Reach Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-61717","ColorReach Compact Powercore RGBW/RGBA","Commercial Family","PROF-PROJAFLD"
"COMF-51857","ColorReach Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51855","iW Reach Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51856","eColor Reach Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51859","eW Reach Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-51854","eW Reach Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51858","ColorReach Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-61718","ColorReach Powercore gen2 RGBW/RGBA","Commercial Family","PROF-PROJAFLD"
"COMF-1232826","eColor Reach Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-6960173","ReachElite eColor Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-6960174","ReachElite eW Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-6960175","ReachElite iColor Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-6960176","ReachElite IntelliHue Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51835","eW Profile Powercore","Commercial Family","PROF-CIBATT"
"COMF-51818","eW Downlight Powercore","Commercial Family","PROF-CDOWNL"
"COMF-6649855","eW Profile MX Powercore","Commercial Family","PROF-CIBATT"
"COMF-6918379","eW Profile Powercore gen4","Commercial Family","PROF-CIBATT"
"COMF-51876","iColor MR gen3","Commercial Family","PROF-CIPROJ"
"COMF-51805","eW Burst Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51803","ColorBurst Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51807","iW Burst Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-51809","C-Splash 2","Commercial Family","PROF-MARKGRUN"
"COMF-51808","ColorBurst 6","Commercial Family","PROF-PROJAFLD"
"COMF-51804","eW Burst Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1418799","eColor Burst Compact Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1419267","eColor Burst Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-1889248","ColorBurst Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-1889251","ColorBurst Powercore gen2 RGBW/RGBA","Commercial Family","PROF-PROJAFLD"
"COMF-1889254","ColorBurst IntelliHue Powercore","Commercial Family","PROF-PROJAFLD"
"COMF-6649856","eW Burst Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-6649857","eColor Burst Powercore gen2","Commercial Family","PROF-PROJAFLD"
"COMF-51819","eW Graze MX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51866","iW Fuse Powercore","Commercial Family","PROF-CIBATT"
"COMF-51822","iW Graze MX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51827","ColorGraze MX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51865","eW Fuse Powercore","Commercial Family","PROF-CIBATT"
"COMF-51867","ColorFuse Powercore","Commercial Family","PROF-CIBATT"
"COMF-51830","ColorGraze QLX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51874","SkyRibbon IntelliHue Wall Grazing Powercore","Commercial Family","PROF-CREC"
"COMF-51824","iW Graze EC Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51821","eW Graze EC Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51831","ColorGraze EC Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51825","eColor Graze QLX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51820","eW Graze QLX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51823","iW Graze QLX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51829","eColor Graze MX Powercore","Commercial Family","PROF-PROJALIN"
"COMF-51826","eColor Graze EC Powercore","Commercial Family","PROF-PROJALIN"
"COMF-1139","ColorGraze MX4 Powercore","Commercial Family","PROF-PROJALIN"
"COMF-1376925","eColor Fuse Powercore","Commercial Family","PROF-CIBATT"
"COMF-2262504","EvenBalance Essential White Powercore","Commercial Family","PROF-CIBATT"
"COMF-6957512","ColorGraze IntelliHue Powercore","Commercial Family","PROF-PROJALIN"
"COMF-6965825","eW Fuse Powercore with Precision Dimming","Commercial Family","PROF-CIBATT"
"COMF-51801","ColorBlast 6 and 12","Commercial Family","PROF-PROJAFLD"
"COMF-61635","ColorBlast Powercore gen4 RGBW/RGBA","Commercial Family","PROF-PROJAFLD"
"COMF-61634","ColorBlast IntelliHue Powercore gen4","Commercial Family","PROF-PROJAFLD"
"COMF-51873","SkyRibbon IntelliHue Wall Washing Powercore","Commercial Family","PROF-CREC"
"COMF-61633","ColorBlast Powercore gen4 RGB","Commercial Family","PROF-PROJAFLD"
"COMF-4725196","eW Blast Powercore gen4","Commercial Family","PROF-PROJAFLD"
"COMF-6074064","eColor Blast Powercore gen4","Commercial Family","PROF-PROJAFLD"
"COMF-6649860","SkyRibbon Essential White Wall Washing Powercore","Commercial Family","PROF-CREC"
"COMF-6649861","SkyRibbon Essential Color Wall Washing Powercore","Commercial Family","PROF-CREC"
"COMF-6960181","Vaya Free Form","Commercial Family","PROF-PROJALIN PROF-CIBATT"
"COMF-6960992","Vaya Linear LP G2","Commercial Family","PROF-PROJALIN"
"COMF-7145779","Vaya Flood HP 150W","Commercial Family","PROF-PROJAFLD"
"COMF-7145780","Vaya Free Form Tunable White","Commercial Family","PROF-CIBATT"
"COMF-7177608","Vaya Free Form RGBW","Commercial Family","PROF-CIBATT"
"COMF-7228832","Vaya Linear LP RGBW","Commercial Family","PROF-PROJALIN"
"COMF-7228833","Vaya Flood HP 300W","Commercial Family","PROF-PROJAFLD"
"COMF-2234","Lumiblade OLED Panel GL","Commercial Family","PROF-GE01GAL"
"COMF-3327","Lumiblade OLED Panel Brite FL300","Commercial Family","PROF-GE01GAL"
"COMF-2230","Lumiblade OLED Driver – Mains Voltage","Commercial Family","PROF-GE01GAL"
"COMF-2229","Lumiblade OLED Driver-Low Voltage","Commercial Family","PROF-GE01GAL"
