id,name,reference,mandatory
"Description","Description","",""
"BALFCT_MAX","Ballast Factor (Max)","",""
"OUTWIRSTRP","Output wire strip length","",""
"BALFCT_MIN","Ballast Factor (Min)","",""
"P1","P1","",""
"FIXBOLT","Luminaire fixation bolts","",""
"BASEMOD","Base Model","",""
"LIHR3PSUS","Life 3-Hr Program Start [Hrs]","",""
"OPCIRVAC","Open circuit voltage (AC)","",""
"Manufacturer Part Number","Manufacturer Part Number","",""
"BALFCT_NOM","Ballast Factor (Nom)","",""
"INPWIRSTRP","Input wire strip length","",""
"UL-MARK","UL mark","",""
"LUMFL2700K","Initial luminous flux at color temperature of 2700 K","",""
"US-BATTERYTYPE","Battery Type","",""
"LUMEN120US","Luminous Flux Lamp @ 120V","IF-569;IF-568;MPG-9857;IF-587",""
"ETIM.V6.EF009628 L","EF009628 - Suitable for water disinfection","",""
"ETIM.V6.EF008324 L","EF008324 - With connection set","",""
"TOTLITSUR","Total lit surface","",""
"PPFMAIN10K","PPF Maintenance 10000 h","PG-167294",""
"MASTSLAVE","Dual Fixture Master/Slave","",""
"INTTILT","Internal tilt","IF-1684;IF-2093;IF-2097;IF-1663",""
"CRINDEX_NOM","Color Rendering Index (Nom)","MPG-27444;MPG-9857;IF-505;MPG-9948;IF-569;MPG-9856;IF-547;IF-545;MPG-9858;MPG-9859;IF-568;PG-26542;FP-912400370129;IF-548;FP-820619226777;CAT-9326;FP-912401483241;FP-912401483242;FP-929000116903",""
"ETIM.V6.EF009355 A","EF009355 - Remote control","",""
"STNDENVMNT","Environmental Standard","",""
"PRTCDMECPO","Rated Lamp Power On CDMe/CPO","",""
"ETIM.V6.EF006426 L","EF006426 - With cable tray","",""
"ETIM.V6.EF021180 L","EF021180 - Suitable for ceiling mounting","",""
"OUTPVOLT","Output Voltage","","CAT-9323 (LED Systems)"
"LUMENFLUXS","Luminous Flux Setting(s)","IF-572;IF-6600762","IF-6600762"
"LUMENFLX90","Luminous Flux In 90° Cone (Rated)","IF-568;IF-539;MPG-9857;IF-585;IF-587;IF-571",""
"Path_PROF","Path_PROF","",""
"ETIM.V6.EF005958 A","EF005958 - Colour of light acc. EN 12464-1","",""
"LUMFLUXSRAT","Luminous Flux (Rated) Setting(s)","IF-6600762;IF-572","IF-6600762"
"CBLCAPEART_MAX","Cable Capacity Output Wires To Earth (Max)","",""
"RATEDPOWS","Power (Rated) Setting(s)","","IF-6600762 (Scene Switch)"
"BLACKOUTRF","Blackout Resistance Function","",""
"ETIM.V6.EF000955 L","EF000955 - Suitable for bus connection","",""
"ETIM.V6.EF006428 A","EF006428 - Wire colour","",""
"PLA-CDM","Lamp Power On CDM","",""
"HOUSMAT","Housing Material","","PG-44460 (Dust/ water protected LED);IF-1253 (ClearFlood BVP650/651);IF-1226 (Ocean Road LED BRP708);PG-44448 (Surface-mounted LED);PG-44434 (Free standing floor LED);IF-3098 (LumiStreet Small BGP/BGS212/213);IF-3084 (GreenSpace Accent RS340B-RS343B);PG-44452 (Suspended LED);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-1165 (Vital LED BGP670);PG-44430 (Free standing desk LED);PG-44543 (Bollard LED);PG-44609 (Cleanroom LED);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44555 (Tunnel or underpass LED);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44472 (Gridlight LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44464 (High-bay/ low-bay LED);PG-44422 (Light-line (with trunking) LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1183 (Pentura Mini BN130C-BN133C);PG-44551 (Street lantern LED);PG-44480 (Spotlight/ projector LED);PG-44456 (Wall LED)"
"ETIM.V6.EF001202 L","EF001202 - With switch","",""
"CERTULREC","UL Recognized","",""
"ETIM.V6.EF004270 L","EF004270 - Colour controllable (RGB)","",""
"KC","Knife connector","",""
"PLA-CDO","Lamp Power On CDO","",""
"BIM_Revit_Files_URL","BIM/Revit Files URL","",""
"CBLCAPEART_NOM","Cable Capacity Output Wires to Earth (Nom)","",""
"Proofview_URL","Proofview URL","",""
"ETIM.V6.EF001644 A","EF001644 - Temperature class (acc. directive 94/9/EC)","",""
"SO-CTTD25_MIN","Color Temperature (SO) (Min)","IF-548",""
"ETIM.V6.EF000364 N","EF000364 - Capacity","",""
"IPCLASS","IP Classification","",""
"PSY-TL-D","System Power On TL-D","",""
"ETIM.V6.EF001315 N","EF001315 - Max. output current","",""
"BRANGLE","Bracket tilt angle","","PG-44539 (Pole brackets)"
"LEDTECHS","Technical Type Setting(s)","",""
"AVEAMTEMP","Average ambient temperature","PG-44460;IF-12361;IF-1060;IF-1409;IF-1143;IFS-15276;IF-12357;PG-6914350;PG-6908520;IFS-15384;IF-2273;IFS-15391;PG-6744834;IF-1155;IF-1035;IF-1084;IF-32585;IF-1144;IF-1908;PG-44567;IF-1444;IF-3099;IF-1251;IF-2050;IF-3098;IF-45779;IF-3083;IF-2081;IF-1933;IF-1623;IF-1053;IF-1250;IF-6960802;IFS-15288;IF-2025;IF-1103;IF-1165;PG-44448;IFS-15287;PG-44434;IF-1492;IF-1171;IF-1150;IF-1465;IF-2048;IF-3100;PG-44430;IF-2028;IF-1226;IF-1038;IFS-15279;IF-32593;IF-1252;IF-1164;IF-1253;IF-3084;IF-1043;PG-44452;IF-32584;IF-1048;IF-9919;PG-6744832;IF-32594;IF-1309;IF-1920;PG-44543;IF-6963622;IF-32590;IF-2021;IFS-15278;PG-44555;CAT-316024;IF-1046;IF-7007820;IF-1248;IF-9921;IF-1254;IFS-15290;IF-1169;IF-45781;IF-1313;PG-44609;IF-1264;IF-13268;IF-1152;IF-12363;PG-44472;IF-1187;IF-2153;IF-3081;IF-13265;IF-1057;IF-1930;IF-2114;IF-1413;IF-1260;IF-9916;PG-6775407;IF-1249;IF-1914;IF-1087;CAT-44365;IFS-15385;IF-1072;IF-1047;IF-3085;IF-3079;IF-1931;IF-2080;IF-1107;IF-61619;IF-1127;IF-1071;CAT-44366;IFS-15286;MPG-6861829;IF-1188;IF-1415;IF-2027;IFS-15388;PG-7146660;PG-44464;IF-2091;PG-6699025;IF-1170;IF-9918;IF-1181;IF-3115;PG-44456;IF-9920;IF-1183;PG-44551;IF-2020;IF-13280;IFS-15277;IF-1056;IF-1244;IF-61690;IF-12358;IF-1466;PG-44422;IF-1151;IF-3114;IF-1227;IF-1040;IF-1147;IF-6908553;IF-1149;IF-1179;IF-2046;PG-44480;IF-12372;PG-6961180;IF-1154;IF-1145;IF-2274;IF-1156;PG-6765102",""
"ETIM.V6.EF000316 A","EF000316 - Connection type secondary side","",""
"ETIM.V6.EF000488 L","EF000488 - With on/off switch","",""
"LENA_NOM","Length A (Nom)","",""
"LENA_MAX","Length A (Max)","",""
"TCASELIFE_MAX","T-Case Lifetime (Max)","","CAT-9323 (LED Systems)"
"LUMFL4000K","Initial luminous flux at color temperature of 4000 K","",""
"ETIM.V6.EF001067 L","EF001067 - Double-sided","",""
"STBPWRCONS_MAX","Standby Power Consumption (Max)","",""
"ETIM.V6.EF005728 A","EF005728 - For Ex-zone gas","",""
"PPFMAIN12K","PPF Maintenance 12000 h","PG-167294",""
"Released for PROD","Released for PROD","",""
"STNDEMERBU","Emergency Standard","",""
"CORTEMPS","Correlated Color Temperature Setting(s)","IF-572;IF-6600762;IF-571","IF-6600762"
"LM100KT25","Lumen maintenance at useful life of 100000 h, at 25 °C","","IF-3066836 (TubeLine BGP360);PG-44547 (Road lighting LED);PG-44551 (Street lantern LED);PG-44555 (Tunnel or underpass LED);PG-44559 (Floodlight surface LED)"
"ETIM.V6.EF009620 A","EF009620 - Type of UV radiation","",""
"EMI150KHZ","EMI 150 kHz ... 1 GHz","",""
"ETIM.V6.EF009351 A","EF009351 - Adjustability","",""
"TCASELIFE_NOM","T-Case Lifetime (Nom)","","CAT-9323 (LED Systems)"
"COLCON0H","Color Consistency Initial","IF-505;PG-26542",""
"ETIM.V6.EF000319 N","EF000319 - Number of outputs","",""
"INTERFACE","Control Interface","",""
"ELECACC","Electrical accessories","",""
"ETIM.V6.EF003763 L","EF003763 - For lamp type TC-S","",""
"ETIM.V6.EF000091 L","EF000091 - Collapsible","",""
"ETIM.V6.EF001026 L","EF001026 - Direct connection to main supply","",""
"ETIM.V6.EF003728 L","EF003728 - For lamp type TC-L","",""
"ETIM.V6.EF000841 L","EF000841 - Programmable","",""
"ETIM.V6.EF006680 L","EF006680 - Suitable for head light truck","",""
"ETIM.V6.EF006629 L","EF006629 - For lamp type TC-SEL","",""
"ETIM.V6.EF000089 N","EF000089 - Light centre height","",""
"ETIM.V6.EF000564 N","EF000564 - Power of light generator","",""
"ETIM.V6.EF009624 L","EF009624 - Suitable for medical applications","",""
"5003","Weight","",""
"CalcCRI","Calc CRI","",""
"ETIM.V6.EF006420 L","EF006420 - Fire resistance D","",""
"CalcCRINDEX_NOM","Calc CRINDEX_NOM","",""
"ETIM.V6.EF009625 L","EF009625 - Suitable for reprography","",""
"LUMCLASS","Luminaire Class Suitability","",""
"ETIM.V6.EF009622 L","EF009622 - Suitable for personal well-being","",""
"SO-CTTD25_NOM","Color Temperature (SO) (Nom)","IF-548",""
"pho.color_code","Lamp Color Code","SC-9314",""
"SO-CTTD25_MAX","Color Temperature (SO) (Max)","IF-548",""
"ETIM.V6.EF004282 A","EF004282 - Light outlet","",""
"CBLCAPEARC_NOM","Cable Capacity Cold Output Wires - Earth (Nom)","",""
"ETIM.V6.EF002353 L","EF002353 - Suitable for emergency power with DC supply","",""
"ETIM.V6.EF002354 L","EF002354 - Suitable for frequent switching","",""
"CBLCAPEARC_MAX","Cable Capacity Cold Output Wires - Earth (Max)","",""
"LC","Embedded control","IF-2029;IF-9917;IF-1253;IF-1331;IF-2206;IF-1156;IF-1442;IF-2383;IF-1129;IF-1145;IF-2073;IF-61687;IF-1330;IF-1133;IF-6692424;IF-2154;IF-1269;IF-6965735;IF-3114;IF-1170;IF-1149;IF-2097;IF-1315;IF-1135;IF-1164;IF-1144;IF-1084;IF-1200;IF-6592091;IF-1060;PG-44434;IF-61690;IF-1118;IF-3109;IF-1098;IF-1155;IF-2255;IF-1151;IF-1130;IF-3107;IF-1579;IF-1227;IF-61691;IF-6962897;IF-32579;IF-1143;IF-1623;IF-13246;IF-2195;IF-2203;IF-3098;IF-2354;PG-44432;IF-3106;IF-2079;IF-1422;IF-32580;IF-2094;IF-1492;IF-2084;IF-1202;IF-1154;IF-1252;IF-1250;IF-1048;IF-2085;IF-2249;IF-2133;IF-6599627;IF-2365;IF-32578;IF-32594;IF-1069;IF-2369;IF-6965739;IF-3105;IF-2082;IF-1191;IF-2064;IF-1171;IF-1198;IF-1024;IF-1199;IF-2081;IF-1251;IF-1314;IF-6975094;IF-6963622;IF-1309;IF-2110;IF-3104;IF-1159;IF-2194;IF-6473048;IF-3100;IFS-10780;IF-1195;IF-1169;IF-6987751;IF-1104;IF-2220;IF-2363;IF-61617;IF-1128;IF-1150;IF-1186;IF-2074;IF-2095;IF-1192;IF-1267;IF-1930;IF-6576299;IF-1187;IF-1072;IF-3096;IF-2347;IF-1071;IF-1313;IF-2356;IF-1237;IF-2065;IF-3110;IF-12363;IF-1329;IF-1325;IF-1270;IF-1153;IF-1147;IF-7166039;IF-1162;CAT-316024;IF-3080;IF-1190;IF-2092;IF-1197;IF-1466;IF-3079;IF-2028;IF-6849020;IF-1047;IF-1189;IF-1163;IF-1051;IF-3099;IF-1327;IF-1132;IF-1194;IF-1131;IF-1311;IF-2078;IF-2198;IF-3108;IF-1321;IF-1152;IF-1119;IF-6775396;IF-1825;IF-2087;FP-910925864569;IF-2190;IF-2265;IF-1228;IF-1107;IF-2080;IF-2086;IF-2222;IF-1824;IF-2210;IF-1188;IF-1423;IF-3078;IF-32600;IF-3158116;IF-2431;IF-1056;IF-1106;IF-9916;IF-2261;IF-1127;IF-1666655;IF-61692;IF-2258;IF-1201;IF-61709;IF-1157",""
"LR","Light regulation","",""
"ETIM.V6.EF001189 L","EF001189 - Suitable for compact fluorescent lamp","",""
"ETIM.V6.EF003727 L","EF003727 - For lamp type TC-DD","",""
"VOLTINPDC","Input Voltage (DC)","",""
"CBLCAPEARH_NOM","Cable Capacity Hot Output Wires - Earth (Nom)","",""
"CBLCAPEARH_MAX","Cable Capacity Hot Output Wires - Earth (Max)","",""
"ETIM.V6.EF009626 L","EF009626 - Suitable for sun-tanning","",""
"ETIM.V6.EF002386 R","EF002386 - Ambient temperature","",""
"ETIM.V6.EF003691 L","EF003691 - Suitable for halogen metal mercury vapour lamp","",""
"ETIM.V6.EF006644 L","EF006644 - Suitable for wall mounting","",""
"ETIM.V6.EF003983 R","EF003983 - Operating voltage","",""
"5007","Features","",""
"ETIM.V6.EF000282 A","EF000282 - Type of grid","",""
"4876","User Information","",""
"ETIM.V6.EF007899 A","EF007899 - Lamp power at multiwatt","",""
"ETIM.V6.EF000582 A","EF000582 - Nipple thread","",""
"5008","Marketing Text","",""
"4878","Group Information","",""
"ETIM.V6.EF005748 L","EF005748 - Twisted glass","",""
"5009","Headline","",""
"TIGNITION_MAX","T-Ignition (Max)","",""
"TIGNITION_MIN","T-Ignition (Min)","",""
"ETIM.V6.EF003583 L","EF003583 - With reflector","",""
"ETIM.V6.EF002623 A","EF002623 - Mirror colour","",""
"ETIM.V6.EF003693 L","EF003693 - Suitable for fluorescent lamp","",""
"ETIM.V6.EF009350 A","EF009350 - Colour of light","",""
"FIXLENGTH","Fixation length","",""
"5005","Material","",""
"ETIM.V6.EF000233 A","EF000233 - Power supply system","",""
"4875","Attribute Description","",""
"XUCDM.COPY.FK_FG_LP_OVERALL_HEIGHT","FG Overall Height","",""
"XUCDM.COPY.FK_FG_LP_OVERALL_DIAMETER","FG Overall Diameter","",""
"XUCDM.COPY.FK_FG_LP_OVERALL_WIDTH","FG Overall Width","",""
"XUCDM.COPY.FK_FG_LP_OVERALL_LENGTH","FG Overall Length","",""
"ETIM.V6.EF002340 L","EF002340 - Sun tanning lamp","",""
"ETIM.V6.EF004292 N","EF004292 - Ring diameter","",""
"DOWNLTYP","Downlight Type","",""
"ETIM.V6.EF009349 N","EF009349 - Effective luminous flux","",""
"ENMET","Energy Metering","",""
"ETIM.V6.EF003933 R","EF003933 - Output voltage","",""
"MIPBGPROF","MIP BG Prof","",""
"US-SAFETYLISTING","Safety Listing","",""
"pho.distribution","Lamp Distribution","SC-9314",""
"MIPBGLED","MIP BG LED","",""
"ETIM.V6.EF004327 L","EF004327 - With point outlet","",""
"ETIM.V6.EF004351 A","EF004351 - Battery quality","",""
"ETIM.V6.EF003732 L","EF003732 - For lamp type TC-TEL","",""
"ETIM.V6.EF004293 A","EF004293 - Impact strength","",""
"ETIM.V6.EF020115 L","EF020115 - Battery power supply","",""
"5010","Product Description","",""
"ETIM.V6.EF009346 R","EF009346 - Colour temperature","",""
"US-IPRATING","IP Rating","",""
"pho.lamp_name","Lamp Name","SC-9314",""
"Approval Last Revision","Approval Last Revision","",""
"pho.power_consumption","Power Consumption","SC-9314",""
"ETIM.V6.EF000035 N","EF000035 - Lamp power","",""
"ETIM.V6.EF001018 L","EF001018 - Splitter protection","",""
"US-FRAMEOPTIONS","Frame Options","",""
"FK_FG_LP_PRODUCT_BRAND","FG Product Brand","",""
"US-FLANGEMATERIAL","Flange Material","",""
"XUCDM.COPY.FK_FG_LP_PRODUCT_BRAND","FG Product Brand","",""
"ETIM.V6.EF004295 L","EF004295 - Variable distance of electrical units","",""
"ETIM.V6.EF001281 L","EF001281 - Bendable","",""
"ETIM.V6.EF001299 L","EF001299 - With power track","",""
"US-OLDBRANDCODE","Old Brand Code","",""
"ETIM.V6.EF000551 N","EF000551 - Diameter","",""
"ETIM.V6.EF000220 N","EF000220 - Lamp voltage","",""
"IDW_rohsURL","IDW rohsURL","",""
"pho.obsolete_status","Obsolete Status","SC-9314",""
"IDW_msdsFlag","IDW msdsFlag","",""
"ETIM.V6.EF002972 L","EF002972 - With presence indicator","",""
"ETIM.V6.EF008831 L","EF008831 - Reflector perforated","",""
"LSF20000","LSF 20000 h Rated","",""
"US-ENERGYCERTIFICATIONS","Energy Certifications","",""
"US-CITYCODEAPPROVED","City Code Approved","",""
"ETIM.V6.EF000042 A","EF000042 - Socket","",""
"US-DIMMINGCONTROLS","Dimming/Controls","",""
"ETIM.V6.EF002370 A","EF002370 - Technology","",""
"CORMOD","Corridor Mode","",""
"pho.color_temperature","Lamp Color Temperature","SC-9314",""
"US-CIRCUITRY","Circuitry","",""
"ETIM.V6.EF000139 A","EF000139 - Surface protection","",""
"ETIM.V6.EF000036 A","EF000036 - Reflector","",""
"ETIM.V6.EF009376 R","EF009376 - Suitable for number of lamps","",""
"AKAPartNumber","AKA Part Number","",""
"ETIM.V6.EF004294 L","EF004294 - Over rollable","",""
"OutOfSync-YesNo","OutOfSync-YesNo","",""
"ETIM.V6.EF000076 N","EF000076 - Power","",""
"MANDATORY_FIELD","Mandatory Attribute","",""
"isInWorkflowCheck","In workflow:","",""
"ETIM.V7.EF000364 N","EF000364 - Capacity","",""
"ETIM.V6.EF006624 L","EF006624 - For lamp type LS","",""
"ETIM.V7.EF003783 L","EF003783 - With insert contacts","",""
"Resolution","Resolution","",""
"Brightness","Brightness","",""
"ETIM.V6.EF009345 R","EF009345 - Nominal current","",""
"ETIM.V6.EF001265 L","EF001265 - Suitable for suspended mounting","",""
"Aspect Ratio","Aspect Ratio","",""
"Contrast Ratio","Contrast Ratio","",""
"3D Capable","3D Capable","",""
"ETIM.V6.EF003977 R","EF003977 - Rated voltage","",""
"Colour Wheel","Colour Wheel","",""
"ETIM.V6.EF000337 L","EF000337 - Suitable for 19 inch rack mounting","",""
"ETIM.V6.EF003690 L","EF003690 - Suitable for high pressure sodium-vapour lamp","",""
"ETIM.V6.EF008178 L","EF008178 - Suitable for planes","",""
"ETIM.V6.EF003453 L","EF003453 - Surface-mounted","",""
"IsInMaintenanceCFWF","Is in Maintenance Workflow CF:","",""
"ETIM.V6.EF002365 L","EF002365 - Halogen","",""
"SPRATIO","Ratio Scotopic/Photopic Lumens","IF-536;IF-537",""
"ETIM.V6.EF000241 L","EF000241 - With dimmer","",""
"ETIM.V6.EF007900 N","EF007900 - Lamp wattage main lamp","",""
"ETIM.V6.EF004267 L","EF004267 - Electrical connection with connector system","",""
"ETIM.V6.EF001362 L","EF001362 - Amalgam technology","",""
"ETIM.V6.EF005127 R","EF005127 - Nominal voltage","",""
"ETIM.V6.EF000339 A","EF000339 - Type of cover","",""
"ETIM.V6.EF009474 R","EF009474 - Operating current","",""
"ASSET.CO.ASSIGN","Country Assignment Assets","",""
"ETIM.V6.EF003783 L","EF003783 - With insert contacts","",""
"US-VIBRATIONRATING","Vibration Rating","",""
"ETIM.V6.EF003748 L","EF003748 - For lamp type TC-T","",""
"ETIM.V6.EF006628 L","EF006628 - For lamp type TC-QEL","",""
"IsInMaintenanceFPWF","Is in Maintenance Workflow FP:","",""
"Capablity","Capablity","",""
"ETIM.V6.EF000229 N","EF000229 - Wall thickness","",""
"BMEcat_FP_Appareas","Application areas","",""
"node_type","Node Type","",""
"ETIM.V6.EF005166 L","EF005166 - Suitable for cable duct","",""
"Number of colours","Number of colours","",""
"ETIM.V6.EF003741 L","EF003741 - For lamp type T7","",""
"BMEcat_FP_Benefits","Benefits","",""
"ETIM.V6.EF006622 L","EF006622 - For lamp type HM","",""
"BMEcat_FP_Features","Features","",""
"ETIM.V6.EF001456 N","EF001456 - Height/depth","",""
"ETIM.V6.EF000041 A","EF000041 - Application","",""
"FT.CATEGORY_ID","Financial Tree ID path","",""
"ETIM.V7.EF012194 N","EF012194 - Capacity 2","",""
"ETIM.V6.EF001402 A","EF001402 - Colour lamp","",""
"ETIM.V6.EF007901 N","EF007901 - Lamp wattage auxiliary lamp","",""
"ETIM.V6.EF007947 L","EF007947 - With remote switch connection","",""
"node_status","Node Status","",""
"ETIM.V6.EF000010 A","EF000010 - Model","",""
"ETIM.V6.EF008787 A","EF008787 - Light colour category","",""
"ETIM.V6.EF005995 L","EF005995 - Multi-coiled filament","",""
"ETIM.V6.EF000078 N","EF000078 - Luminous flux","",""
"LI50PR1H","Life To 50% Failures Preheat, 1h","",""
"ETIM.V6.EF003840 R","EF003840 - Input voltage","",""
"LI50NPR","Life To 50% Failures Non Preheat","",""
"ETIM.V6.EF005959 N","EF005959 - Light output","",""
"ETIM.V6.EF000066 A","EF000066 - Suitable for lamp type","",""
"ETIM.V6.EF000073 A","EF000073 - Suitable for","",""
"asset.compression","asset.compression","",""
"ETIM.V6.EF020057 L","EF020057 - DIN rail mounting","",""
"ETIM.V6.EF004264 L","EF004264 - Direct-/indirect proportion separately controllable","",""
"asset.xdpi","asset.xdpi","",""
"pho.ro_id","Referenced Optic ID","",""
"asset.class","asset.class","",""
"Product.Local4Local.Status","Local4Local/Global Status","",""
"asset.pixel-width","asset.pixel-width","",""
"ETIM.V6.EF006626 L","EF006626 - For lamp type T38","",""
"asset.colorspace","asset.colorspace","",""
"ETIM.V6.EF001348 N","EF001348 - Lamp efficacy","",""
"asset.profile","asset.profile","",""
"ETIM.V6.EF004265 N","EF004265 - Built-in length","",""
"asset.ydpi","asset.ydpi","",""
"ETIM.V6.EF008340 N","EF008340 - Number of lamps per meter","",""
"Asset.Sequence.Number","Asset Sequence Number","",""
"ETIM.V6.EF000015 N","EF000015 - Outer diameter","",""
"LSF2000","LSF 2000 h Rated","",""
"CONSVT","Constant Voltage (CV)","",""
"ETIM.V6.EF007942 L","EF007942 - With space for gear","",""
"ETIM.V6.EF008140 N","EF008140 - Top end diameter, pole side","",""
"ETIM.V6.EF002781 L","EF002781 - Cool beam","",""
"EOC8.OR.PCL","EOC8.OR.PCL","",""
"ETIM.V6.EF022117 A","EF022117 - Operating method","",""
"PCE.OR.SET.OR.CAS","PCE.OR.SET.OR.CAS","",""
"ETIM.V6.EF004283 A","EF004283 - Light sharing","",""
"ETIM.V6.EF003698 L","EF003698 - With secondary automatic circuit breaker","",""
"ETIM.V6.EF000381 A","EF000381 - Type of control gear","",""
"ETIM.V6.EF002361 L","EF002361 - Suitable for traffic lights","",""
"ETIM.V6.EF002371 N","EF002371 - Reflector diameter","",""
"ETIM.V6.EF008885 A","EF008885 - Design of the grid/reflector","",""
"asset.pixel-height","asset.pixel-height","",""
"LUMENNODE","Light source flux per node","IF-13271",""
"ETIM.V6.EF006435 N","EF006435 - Min. ceiling thickness","",""
"asset.width","asset.width","",""
"LMNCNODE","Luminance per node","IF-13271",""
"ETIM.V6.EF009372 L","EF009372 - With air slots","",""
"ETIM.V6.EF008179 L","EF008179 - Suitable for forklifts","",""
"asset.height","asset.height","",""
"asset.depth","asset.depth","",""
"ETIM.V6.EF000483 L","EF000483 - With remote control","",""
"ETIM.V6.EF005381 L","EF005381 - With vacuum","",""
"asset.samples","asset.samples","",""
"STEP.MVKE.ZSUCCE12","SAP CSU Level Successor Product 12","",""
"OUTHEI","Outer height","",""
"STEP.MARC.ZZPAL12","SAP Default pallet type 12","",""
"ETIM.V6.EF001279 L","EF001279 - Automatic self test","",""
"LITLEN","Lit length","",""
"ETIM.V6.EF001303 L","EF001303 - Built-in charging circuit","",""
"INPCURDC","Input current (DC)","",""
"STEP.MARC.STAWN12","SAP Comm./imp. code no. (HS code) 12","",""
"STEP.MVKE.SCMNG12","SAP Delivery unit 12","",""
"ETIM.V6.EF008731 N","EF008731 - Luminous flux at emergency operation","",""
"STEP.MVKE.MVGR312","SAP Material Group 3 12","",""
"INOM","I-nominal","",""
"LMAIN8000_MIN","Lumen Maintenance 8000 h (Min)","TP-928095056800;TP-928090056800;TP-928488700000;TP-928097056800",""
"STEP.MVKE.AUMNG12","SAP Min.order qty 12","",""
"STEP.MVKE.KONDM12","SAP Mat.pricing grp 12","",""
"INPCURAC","Input current (AC)","",""
"LSF2000P","LSF Preheat 2000 h Rated","",""
"ETIM.V6.EF004274 L","EF004274 - Suitable for light line configuration","",""
"BATTVBURN","Battery Voltage Lamp Operation","",""
"ETIM.V6.EF000017 L","EF000017 - Watertight","",""
"CONSCR","Constant Current (CC)","",""
"LMAIN8000_NOM","Lumen Maintenance 8000 h (Nom)","TP-928095056800;TP-928488700000;TP-928090056800;TP-928097056800",""
"LMAIN8000_MAX","Lumen Maintenance 8000 h (Max)","TP-928090056800;TP-928095056800;TP-928097056800;TP-928488700000",""
"ETIM.V6.EF008532 N","EF008532 - Number of suspension cables","",""
"STEP.MVKE.VMSTD12","SAP Distribution Channel Valid from (Prof)","",""
"OUTWID","Outer width","",""
"ETIM.V6.EF000008 N","EF000008 - Width","",""
"ETIM.V6.EF003747 L","EF003747 - For lamp type T-R","",""
"STEP.MARC.HERKL12","SAP Country of origin 12","",""
"ETIM.V6.EF001663 R","EF001663 - Nominal rated frequency","",""
"STEP.MVKE.LFMNG12","SAP delivery quantity in delivery channel 12","",""
"LMEFFMAXRAT_MAX","Luminous Efficacy (@ Max Lumen, Rated) (Max)","IF-514;IF-525",""
"LMEFFMAXRAT_NOM","Luminous Efficacy (@ Max Lumen, Rated) (Nom)","IF-525;IF-514",""
"STEP.MVKE.ZZFOESDT12","1 Ord Entr Date 12","",""
"LEADING_REGION","Leading Region","",""
"ETIM.V6.EF001205 N","EF001205 - Tube diameter","",""
"ETIM.V6.EF007586 N","EF007586 - Number of arms of the top-piece","",""
"OUTLEN","Outer length","",""
"OCSO","Output Current Set Options","",""
"STEP.MVKE.VRKME12","SAP Sales unit 12","",""
"STEP.MVKE.DWERK12","SAP Delivery Plant 12","",""
"ETIM.V6.EF007556 L","EF007556 - Control gear included","",""
"EPN.EXTEND","EPN Extension","",""
"STEP.MVKE.ZZCOMREDT12","Comm. Rel.Date 12","",""
"LITWID","Lit width","",""
"LMAIN14000","Lumen Maintenance 14000 h","IF-544",""
"STEP.MVKE.SCHME12","SAP Unit of measure 12","",""
"ETIM.V6.EF008732 N","EF008732 - Recognition distance","",""
"CNTWRSTRP","Control wire striplength","",""
"LUMINTNODE","Luminous intensity (peak value) on beam axis per node","IF-13271",""
"ETIM.V6.EF001271 A","EF001271 - Meaning pictogram","",""
"EFFRANGMA","Maximum Efficiency","",""
"ENGCSTYR120","Estimated Energy Cost Per Year At 120V","",""
"AVEPWRCLO","Average CLO power consumption","","IF-61617 (CityCharm BDS490/491);IF-3104 (UniStreet BGP/BGS202/203/204);IF-33897 (Thema 2 BDP/BSP607)"
"LUMEFRGB","Initial LED luminaire efficacy at RGB operation","MPG-167295;CAT-316024",""
"SYSPOWCONS","System Power Consumption","",""
"DIAMD_NOM","Diameter D (Nom)","","MPG-9948 (LED Lamps)"
"LIFEL80B50","Median useful life L80B50","","PG-44468 (Downlight LED);PG-44460 (Dust/ water protected LED);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44434 (Free standing floor LED);PG-44418 (Batten LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44448 (Surface-mounted LED);PG-44464 (High-bay/ low-bay LED);PG-44430 (Free standing desk LED);PG-44456 (Wall LED);PG-44422 (Light-line (with trunking) LED);PG-44452 (Suspended LED);PG-44476 (Recessed spotlight LED);IF-3084 (GreenSpace Accent RS340B-RS343B);IF-1183 (Pentura Mini BN130C-BN133C);PG-44480 (Spotlight/ projector LED);PG-44609 (Cleanroom LED);PG-44440 (Recessed functional LED);PG-44472 (Gridlight LED)"
"LIGHTTECH","Lighting Technology","SC-9314",""
